artist,song,Type,Release Year,listener-Gender,listener-Age,likedSong
ABBA,Rikky Rock'n'Roller,Country,2020,F,20's,No
ABBA,Ring Ring,Country,2020,F,20's,No
ABBA,Rock Me,Country,2020,F,20's,No
ABBA,Rock 'n Roll Band,Country,2020,F,20's,No
ABBA,Rubber Ball Man,Country,2020,F,20's,yes
ABBA,S. O. S.,Ballads,2020,F,20's,yes
ABBA,Should I Laugh Or Cry,Ballads,2020,F,20's,yes
ABBA,Sitting In The Palmtree,Ballads,2020,F,20's,yes
ABBA,Slipping Through My Fingers,Ballads,2020,F,20's,yes
ABBA,So Long,Ballads,2020,F,20's,yes
ABBA,Soldiers,Ballads,2020,F,20's,yes
ABBA,SOS,Ballads,2020,F,20's,yes
ABBA,Summer Night City,Ballads,2020,F,20's,yes
ABBA,Suzy-Hang-Around,Ballads,2020,F,20's,yes
ABBA,Take A Chance,Ballads,2020,F,20's,yes
ABBA,Take A Chance On Me,Romantic,2020,F,20's,yes
ABBA,Thank You For The Music,Romantic,2020,F,20's,yes
ABBA,That's Me,Romantic,2020,F,20's,yes
ABBA,The Day Before You Came,Romantic,2020,F,20's,yes
ABBA,The King Has Lost His Crown,Romantic,2020,F,20's,yes
ABBA,The Name Of The Game,Romantic,2020,F,20's,yes
ABBA,The Piper,Romantic,2020,F,20's,yes
ABBA,The Visitors,Romantic,2020,F,20's,yes
ABBA,The Way Old Friends Do,Romantic,2020,F,20's,yes
ABBA,The Winner Takes It All,Country,2020,F,20's,yes
ABBA,Tiger,Country,2020,F,20's,yes
ABBA,Tropical Loveland,Ballads,2020,F,20's,yes
ABBA,Two For The Price Of One,Country,2020,F,20's,yes
ABBA,Under Attack,Country,2020,F,20's,yes
ABBA,Voulez Vous,Country,2020,F,20's,yes
ABBA,Watch Out,Country,2020,F,20's,yes
ABBA,Waterloo,Country,2020,F,20's,yes
ABBA,We Wish You A Merry Christmas,Country,2020,F,20's,yes
ABBA,What About Livingstone,Country,2020,F,20's,yes
ABBA,When All Is Said And Done,Country,2020,F,20's,yes
ABBA,When I Kissed The Teacher,Country,2020,F,20's,yes
ABBA,Why Did It Have To Be Me?,Country,2020,F,20's,yes
ABBA,You Owe Me One,Country,2020,F,20's,yes
Ace Of Base,"Always Have, Always Will",Country,2020,F,20's,yes
Ace Of Base,Cecilia,Country,2020,F,20's,yes
Ace Of Base,Don't Stop,Country,2020,F,20's,yes
Ace Of Base,Edge Of Heaven,Country,2020,F,20's,yes
Ace Of Base,Fashion Party,Country,2020,F,20's,yes
Ace Of Base,Happy Nation,Romantic,2020,F,20's,yes
Ace Of Base,Hey Darling,Romantic,2020,M,20's,yes
Ace Of Base,Life Is A Flower,Romantic,2020,M,20's,yes
Ace Of Base,"Mercy, Mercy",Romantic,2020,M,20's,yes
Ace Of Base,Never Gonna Say I'm Sorry,Romantic,2020,M,20's,yes
Ace Of Base,Perfect World,Romantic,2020,M,20's,yes
Ace Of Base,Who Am I,Romantic,2020,M,20's,yes
Adam Sandler,Camp Granada,Romantic,2020,M,20's,yes
Adam Sandler,Creepin' On The Mayor,Romantic,2020,M,20's,yes
Adam Sandler,Love Stinks,Rock,2020,M,20's,yes
Adam Sandler,Mr. Bake-O,Rock,2020,M,20's,yes
Adam Sandler,Steve Polychronopolous,Rock,2020,M,20's,yes
Adam Sandler,The Adventures Of The Cow,Rock,2020,M,20's,yes
Adam Sandler,The Psychotic Legend Of Uncle Donnie,Rock,2020,M,20's,yes
Adam Sandler,Welcome My Son,Rock,2020,M,20's,yes
Adele,All I Ask,Rock,2020,M,20's,yes
Adele,Can't Let Go,Rock,2020,M,20's,yes
Adele,Crazy For You,Rock,2020,M,20's,yes
Adele,Daydreamer,Rock,2020,M,20's,yes
Adele,Hello,Rock,2020,M,20's,yes
Adele,I Miss You,Rock,2020,M,20's,yes
Adele,Melt My Heart To Stone,Rock,2020,M,20's,yes
Adele,Need You Know,Rock,2020,M,20's,yes
Adele,Now And Then,Rock,2020,M,20's,yes
Adele,Someone Like You,Rock,2020,M,20's,yes
Adele,Think That I Get Told The Court,Rock,2020,M,20's,yes
Adele,You'll Never See Me Again,Rock,2020,M,20's,yes
Aerosmith,All Your Love,Rock,2020,M,20's,yes
Aerosmith,Bacon Biscuit Blues,Rock,2020,M,20's,yes
Aerosmith,Blind Man,Rock,2020,M,20's,yes
Aerosmith,Draw The Line,Rock,2020,M,20's,yes
Aerosmith,Eat The Rich,Rock,2020,M,20's,yes
Aerosmith,Falling In Love,Romantic,2002,M,20's,yes
Aerosmith,Fever,Rock,2002,M,20's,yes
Aerosmith,Get It Up,Rock,2002,M,20's,yes
Aerosmith,I Ain't Got You,Rock,2002,M,20's,yes
Aerosmith,I'm Ready,Ballads,2002,M,20's,yes
Aerosmith,Janie's Got A Gun,Ballads,2002,M,20's,yes
Aerosmith,Lay It Down,Ballads,2002,M,20's,yes
Aerosmith,Love In An Elevator,Ballads,2002,M,20's,yes
Aerosmith,Love Me Like A Bird Dog,Ballads,2002,M,20's,yes
Aerosmith,Love Me Two Times,Ballads,2002,M,20's,yes
Aerosmith,Luv Lies,Ballads,2002,M,20's,yes
Aerosmith,Magic Touch,Ballads,2002,M,20's,yes
Aerosmith,Make It,Ballads,2002,M,20's,yes
Aerosmith,Mama Kin,Ballads,2002,M,20's,yes
Aerosmith,Melt Down,Ballads,2002,M,20's,yes
Aerosmith,Mia,Ballads,2002,M,20's,yes
Aerosmith,Milkcow Blues,Ballads,2002,M,20's,yes
Aerosmith,Monkey On My Back,Ballads,2002,M,20's,yes
Aerosmith,Mother Popcorn,Ballads,2002,M,20's,yes
Aerosmith,Movin' Out,Ballads,2002,M,20's,yes
Aerosmith,My Fist Your Face,Ballads,2002,M,20's,yes
Aerosmith,My Girl,Ballads,2002,M,20's,yes
Aerosmith,Never Loved A Girl,Ballads,2002,M,20's,yes
Aerosmith,No More No More,Romantic,2002,M,20's,yes
Aerosmith,No Surprize,Romantic,2019,M,20's,yes
Aerosmith,Nobody's Fault,Rock,2019,M,20's,yes
Aerosmith,Oasis In The Night,Rock,2019,M,20's,yes
Aerosmith,On The Road Again,Rock,2019,M,20's,yes
Aerosmith,Once Is Enough,Rock,2019,M,20's,yes
Aerosmith,One Way Street,Rock,2019,M,20's,yes
Aerosmith,Outta Your Head,Rock,2019,M,20's,yes
Aerosmith,Pandora's Box,Rock,2019,M,20's,yes
Aerosmith,Permanent Vacation,Rock,2019,M,20's,yes
Aerosmith,Pink,Rock,2019,M,20's,yes
Aerosmith,Prelude To Joanie,Rock,2019,M,20's,yes
Aerosmith,Push Comes To Shove,Rock,2019,M,20's,yes
Aerosmith,Rag Doll,Rock,2019,M,20's,yes
Aerosmith,Rats In The Cellar,Rock,2019,M,20's,yes
Aerosmith,Rattlesnake Shake,Rock,2019,M,20's,yes
Aerosmith,Red House,Rock,2019,M,20's,yes
Aerosmith,Remember,Rock,2019,M,20's,yes
Aerosmith,Road Runner,Rock,2019,M,20's,yes
Aerosmith,Rocket 88,Rock,2019,M,20's,yes
Aerosmith,Rockin' Pneumonia And The Boogie Woogie Flu,Rock,2019,M,20's,yes
Aerosmith,Round And Round,Rock,2019,M,20's,yes
Aerosmith,Same Old Song And Dance,Rock,2019,M,20's,yes
Aerosmith,Scream In Pain,Rock,2019,M,20's,yes
Aerosmith,Seasons Of Wither,Rock,2019,M,20's,yes
Aerosmith,Sedona Sunrise,Rock,2019,M,20's,yes
Aerosmith,"Shame, Shame, Shame",Rock,2019,M,20's,yes
Aerosmith,She's On Fire,Rock,2019,M,20's,yes
Aerosmith,Shut Up And Dance,Rock,2019,M,20's,yes
Aerosmith,Sick As A Dog,Romantic,2019,M,20's,yes
Aerosmith,Sight For Sore Eyes,Romantic,2019,M,20's,yes
Aerosmith,Somebody,Romantic,2019,M,20's,yes
Aerosmith,Something,Romantic,2019,M,20's,yes
Aerosmith,Something's Gotta Give,Romantic,2019,M,20's,yes
Aerosmith,Spaced,Romantic,2019,M,20's,yes
Aerosmith,Spiderman Theme,Romantic,2019,M,20's,yes
Aerosmith,St. John,Romantic,2019,M,20's,yes
Aerosmith,Stop Messin' Around,Romantic,2019,M,20's,yes
Aerosmith,Sunny Side Of Love,Romantic,2019,M,20's,yes
Aerosmith,Sunshine,Romantic,2019,M,20's,yes
Aerosmith,Sweet Emotion,Romantic,2019,M,20's,yes
Aerosmith,Take It Easy,Romantic,2019,M,20's,yes
Aerosmith,Taste Of India,Romantic,2019,M,20's,yes
Aerosmith,Temperature,Romantic,2019,M,20's,yes
Aerosmith,The Farm,Romantic,2019,M,20's,yes
Aerosmith,The Grind,Romantic,2019,M,20's,yes
Aerosmith,The Hand That Feeds,Romantic,2019,M,20's,yes
Aerosmith,The Hop,Romantic,2019,M,20's,yes
Aerosmith,The Other Side,Romantic,2019,M,20's,yes
Aerosmith,The Reason A Dog,Romantic,2019,M,20's,yes
Aerosmith,Think About It,Ballads,2019,M,20's,yes
Aerosmith,This Little Light Of Mine,Ballads,2019,M,20's,yes
Aerosmith,Three Mile Smile,Ballads,2019,M,20's,yes
Aerosmith,Title Fly Away From Here,Ballads,2019,M,20's,yes
Aerosmith,Toys In The Attic,Ballads,2019,M,20's,yes
Aerosmith,Train Kept A Rollin',Ballads,2019,M,20's,yes
Aerosmith,Trip Hoppin',Ballads,2019,M,20's,yes
Aerosmith,Uncle Salty,Ballads,2019,M,20's,yes
Aerosmith,Under My Skin,Ballads,2019,M,20's,yes
Aerosmith,Voodoo Medicine Man,Ballads,2019,M,20's,yes
Aerosmith,Walk On Down,Ballads,2019,M,20's,yes
Aerosmith,Walk On Water,Ballads,2019,M,20's,yes
Air Supply,A Little Bit More,Ballads,2019,M,20's,yes
Air Supply,A Place Where We Belong,Ballads,2019,M,20's,yes
Air Supply,After All,Rock,2019,M,20's,yes
Air Supply,Ain't It A Shame,Rock,2019,M,20's,yes
Air Supply,All By Myself,Rock,2019,M,20's,yes
Air Supply,All Out Of Love,Rock,2019,M,20's,yes
Air Supply,Alternate Ending,Rock,2019,M,20's,yes
Air Supply,Always,Rock,2019,M,20's,yes
Air Supply,American Hearts,Rock,2019,M,20's,yes
Air Supply,Believe In The Supernatural,Rock,2019,M,20's,yes
Air Supply,Believer,Rock,2019,M,20's,yes
Air Supply,Big Cat,Rock,2019,M,20's,yes
Air Supply,Black And Blue,Rock,2019,M,20's,yes
Air Supply,Body Glove,Rock,2019,M,20's,yes
Air Supply,Book Of Love,Rock,2019,M,20's,yes
Air Supply,Bread And Blood,Rock,2019,M,20's,yes
Air Supply,Bring Out The Magic,Rock,2019,M,20's,yes
Air Supply,Can't Fight This Feeling,Rock,2019,M,20's,yes
Air Supply,Come To Me,Rock,2019,M,20's,yes
Air Supply,Come What May,Rock,2019,M,20's,yes
Air Supply,Crazy Love,Rock,2019,M,20's,yes
Air Supply,Dancing With The Mountain,Jazz,2019,M,20's,yes
Air Supply,Daybreak,Jazz,2019,M,20's,yes
Air Supply,Do It Again,Jazz,2019,M,20's,yes
Air Supply,Do What You Do,Jazz,2019,M,20's,yes
Air Supply,Does It Matter,Jazz,2019,M,20's,yes
Air Supply,Don't Be Afraid,Jazz,2019,M,20's,yes
Air Supply,Don't Tell Me,Jazz,2019,M,20's,yes
Air Supply,Don't Turn Me Away,Jazz,2019,M,20's,yes
Air Supply,Don't Walk Away,Jazz,2019,M,20's,yes
Air Supply,Empty Pages,Jazz,2019,M,20's,yes
Air Supply,End Of The Line,Jazz,2019,M,20's,yes
Air Supply,Even The Nights Are Better,Jazz,2019,M,20's,yes
Air Supply,Every Woman In The World,Jazz,2019,M,20's,yes
Air Supply,Evidence Of Love,Jazz,2019,M,20's,yes
Air Supply,Evil Woman,Jazz,2019,M,20's,yes
Air Supply,Faith,Jazz,2019,M,20's,yes
Air Supply,Hard To Forget Her,Jazz,2019,M,20's,yes
Air Supply,Heart Of The Rose,Jazz,2019,M,20's,yes
Air Supply,Here I Am,Jazz,2019,M,20's,yes
Air Supply,Hope Springs Eternal,Jazz,2019,M,20's,yes
Air Supply,I Can't Believe My Eyes,Jazz,2019,M,20's,yes
Air Supply,I Can't Get Excited,Jazz,2019,M,20's,yes
Air Supply,I Can't Let Go,Jazz,2019,M,20's,yes
Air Supply,I Come Alive (Date With An Angel),Jazz,2019,M,20's,yes
Air Supply,I Don't Believe You,Jazz,2019,M,20's,yes
Air Supply,I Don't Want To Lose You,Jazz,2019,M,20's,yes
Air Supply,I Just Like The Feeling,Jazz,2019,M,20's,yes
Air Supply,I Know You Better Than You Think,Jazz,2019,M,20's,yes
Air Supply,I Remember Love,Jazz,2019,M,20's,yes
Air Supply,I Wanna Hold You Tonight,Jazz,2019,M,20's,yes
Air Supply,I Want To Give It All,Jazz,2019,M,20's,yes
Air Supply,I Want You,Jazz,2019,M,20's,yes
Air Supply,If You Love Me,Jazz,2019,M,20's,yes
Air Supply,I'll Be Thinking Of You,Jazz,2019,M,20's,yes
Air Supply,I'll Find You,Jazz,2019,M,20's,yes
Air Supply,I'll Never Get Enough Of You,Jazz,2019,M,20's,yes
Air Supply,I'm Alive,Jazz,2019,M,20's,yes
Air Supply,It's Automatic,Rock,2019,M,20's,yes
Air Supply,It's Never Too Late,Rock,2019,M,20's,yes
Air Supply,It's Not Easy,Rock,2019,M,20's,yes
Air Supply,It's Not Too Late,Rock,2019,M,20's,yes
Air Supply,I've Got Your Love,Rock,2019,M,20's,yes
Air Supply,Just Another Woman,Rock,2019,M,20's,yes
Air Supply,Just As I Am,Rock,2019,M,20's,yes
Air Supply,Just Between The Lines,Rock,2019,M,20's,yes
Air Supply,Late Again,Rock,2019,M,20's,yes
Air Supply,Love Comes To Me,Rock,2019,M,20's,yes
Air Supply,Love Conquers Time,Rock,2019,M,20's,yes
Air Supply,Love Is All,Rock,2019,M,20's,yes
Air Supply,Love Is The Arrow,Rock,2019,M,20's,yes
Air Supply,Make It Right,Rock,2019,M,20's,yes
Air Supply,Making Love Out Of Nothing At All,Rock,2019,M,20's,yes
Air Supply,Miracles,Rock,2019,M,20's,yes
Air Supply,More Than Natural,Rock,2019,M,20's,yes
Air Supply,Mother Said,Rock,2019,M,20's,yes
Air Supply,My Best Friend,Rock,2019,M,20's,yes
Air Supply,My Hearts With You,Rock,2019,M,20's,yes
Air Supply,Never Fade Away,Rock,2019,M,20's,yes
Air Supply,News From Nowhere,Rock,2019,M,20's,yes
Air Supply,Nothing's Gonna Change My Love For You,Rock,2019,M,20's,yes
Air Supply,Now And Forever,Rock,2019,M,20's,yes
Air Supply,O Come All Ye Faithful,Rock,2019,M,20's,yes
Air Supply,Old Habits Die Hard,Rock,2019,M,20's,yes
Air Supply,One Step Closer,Rock,2019,M,20's,yes
Air Supply,Only One Forever,Rock,2019,M,20's,yes
Air Supply,Peaches And Cream,Rock,2019,M,20's,yes
Air Supply,Ready For You,Rock,2019,M,20's,yes
Air Supply,Secret Agent,Rock,2019,M,20's,yes
Air Supply,Shadow Of The Sun,Rock,2019,M,20's,yes
Air Supply,She Never Heard Me Call,Rock,2019,M,20's,yes
Air Supply,Sleigh Ride,Rock,2019,M,20's,yes
Air Supply,Someone,Rock,2019,M,20's,yes
Air Supply,Someone Who Believes In You,Rock,2019,M,20's,yes
Air Supply,Speaking Of Love,Rock,2019,M,20's,yes
Air Supply,Spirit Of Love,Rock,2019,M,20's,yes
Air Supply,Stars In Your Eyes,Rock,2019,M,20's,yes
Air Supply,Stop The Tears,Rock,2019,M,20's,yes
Air Supply,Strangers In Love,Rock,2019,M,20's,yes
Air Supply,Strong Strong Wind,Rock,2019,M,20's,yes
Air Supply,Stronger Than The Night,Rock,2019,M,20's,yes
Air Supply,Sunset,Country,2019,M,20's,yes
Air Supply,Swear To Your Heart,Country,2019,M,20's,yes
Air Supply,Sweet Dreams,Country,2019,M,20's,yes
Air Supply,Taking The Chance,Country,2019,M,20's,yes
Air Supply,The First Noel,Country,2019,M,20's,yes
Air Supply,Tonite,Country,2019,M,20's,yes
Air Supply,Too Sentimental,Country,2019,M,20's,yes
Air Supply,Total Eclipse Of The Heart,Country,2019,M,20's,yes
Air Supply,We The People,Country,2019,M,20's,yes
Air Supply,Winter Wonderland,Country,2019,M,20's,yes
Aiza Seguerra,Fool Til The End,Country,2019,M,20's,yes
Aiza Seguerra,Friend Of Mine,Country,2019,M,20's,yes
Aiza Seguerra,Huwag Mong Iwan Ang Puso,Country,2019,M,20's,yes
Aiza Seguerra,I See You Lord,Country,2019,M,20's,yes
Aiza Seguerra,If,Country,2019,M,20's,yes
Aiza Seguerra,If We Try,Country,2019,M,20's,yes
Aiza Seguerra,Ikaw Ang Aking Mahal,Country,2019,M,20's,yes
Aiza Seguerra,Ikaw Na Ang Bahala: Panalangin,Country,2019,M,20's,No
Aiza Seguerra,Laughter In The Rain,Country,2019,M,20's,No
Aiza Seguerra,Open Arms,Country,2019,M,20's,No
Aiza Seguerra,Pakisabi Na Lang,Country,2019,M,20's,No
Aiza Seguerra,Put A Little Love In Your Heart,Country,2019,M,20's,No
Aiza Seguerra,Sa Huli Ang Sikat,Country,2019,M,20's,No
Aiza Seguerra,Sa Ugoy Ng Duyan,Country,2019,M,20's,No
Aiza Seguerra,Sorry,Country,2019,M,20's,No
Alabama,Calling All Angels,Country,2019,M,20's,No
Alabama,Can't Keep A Good Man Down,Country,2023,M,20's,No
Alabama,Carolina Mountain Dew,Country,2023,M,20's,No
Alabama,Christmas In Dixie,Country,2023,M,20's,No
Alabama,Christmas In Your Arms,Country,2023,M,20's,No
Alabama,Christmas Is Love,Country,2023,M,20's,No
Alabama,Christmas Shoes,Country,2023,M,20's,No
Alabama,Church In The Wildwood,Country,2023,M,20's,No
Alabama,Clear Across America Tonight,Country,2023,M,20's,No
Alabama,Clear Water Blues,Country,2023,M,20's,No
Alabama,Close Enough To Perfect,Country,2023,M,20's,No
Alabama,Country Side Of Life,Country,2023,M,20's,No
Alabama,"Dancin', Shaggin' On The Boulevard",Country,2023,M,20's,Yes
Alabama,Dixie Boy,Country,2023,M,20's,Yes
Alabama,Dixie Fire,Country,2023,M,20's,Yes
Alabama,Dixieland Delight,Country,2023,M,20's,Yes
Alabama,Down By The Riverside,Country,2023,M,20's,Yes
Alabama,Down Home,Country,2023,M,20's,Yes
Alabama,Down On Longboat Key,Rock,2023,M,20's,Yes
Alabama,Down On The River,Rock,2005,M,20's,Yes
Alabama,Down This Road,Rock,2005,M,20's,Yes
Alabama,Fallin' Again,Rock,2005,M,20's,Yes
Alabama,Fantasy,Rock,2005,M,20's,Yes
Alabama,Feels So Right,Rock,2005,M,20's,Yes
Alabama,Fire On Fire,Rock,2005,M,20's,Yes
Alabama,Fireworks,Rock,2005,M,20's,Yes
Alabama,Five O'clock 500,Rock,2005,M,20's,Yes
Alabama,Food On The Table,Rock,2005,M,20's,Yes
Alabama,Forever's As Far As I'll Go,Rock,2005,M,20's,Yes
Alabama,Getting Over You,Rock,2005,M,20's,Yes
Alabama,Give Me One More Shot,Rock,2005,M,20's,Yes
Alabama,God Must Have Spent A Little More Time On You,Rock,2005,M,20's,Yes
Alabama,Gonna Have A Party,Rock,2005,M,20's,Yes
Alabama,Goodbye,Rock,2005,M,20's,Yes
Alabama,Green River,Rock,2005,M,20's,Yes
Alabama,Gulf Of Mexico,Rock,2005,M,20's,Yes
Alabama,Hangin' Round The Mistletoe,Rock,2005,M,20's,Yes
Alabama,Hanging Up My Travelin' Shoes,Rock,2005,M,20's,Yes
Alabama,Happy Birthday Jesus,Romantic,2012,M,20's,Yes
Alabama,Happy Holidays,Romantic,2012,M,20's,Yes
Alabama,Hats Off,Romantic,2012,M,20's,Yes
Alabama,Heartbreak Express,Romantic,2012,M,20's,Yes
Alabama,Here We Are,Romantic,2012,M,20's,Yes
Alabama,Hey Baby,Romantic,2012,M,20's,Yes
Alabama,High Cotton,Romantic,2012,M,20's,Yes
Alabama,His Eye Is On The Sparrow,Romantic,2012,M,20's,Yes
Alabama,Hollywood,Romantic,2012,M,20's,Yes
Alabama,I Ain't Got No Business Doin',Romantic,2012,M,20's,Yes
Alabama,I Love You Enough To Let You Go,Romantic,2012,M,20's,Yes
Alabama,I Write A Little,Romantic,2012,M,20's,Yes
Alabama,If I Could Just See You Now,Romantic,2012,M,20's,Yes
Alabama,If I Had You,Romantic,2012,M,20's,Yes
Alabama,If It Ain't Dixie,Romantic,2012,M,20's,Yes
Alabama,If You're Gonna Play In Texas,Romantic,2012,M,20's,Yes
Alabama,I'm In A Hurry,Romantic,2012,M,20's,Yes
Alabama,I'm In A Hurry (And Don't Know Why),Romantic,2012,M,20's,Yes
Alabama,I'm In That Kind Of Mood,Romantic,2012,M,20's,Yes
Alabama,I'm In The Mood,Romantic,2012,M,20's,Yes
Alabama,I'm Not That Way Anymore,Romantic,2012,M,20's,Yes
Alabama,I'm Still Dreamin',Romantic,2012,M,20's,Yes
Alabama,I'm Stoned,Romantic,2012,M,20's,Yes
Alabama,Jukebox In My Mind,Romantic,2021,M,20's,Yes
Alabama,Katy Brought My Guitar Back Today,Romantic,2021,M,20's,Yes
Alabama,Lady Down On Love,Romantic,2021,M,20's,Yes
Alabama,Little Things,Romantic,2021,M,20's,Yes
Alabama,Lonesome Valley,Romantic,2021,M,20's,Yes
Alabama,Love In The First Degree,Romantic,2021,M,20's,Yes
Alabama,Lovin' Man,Romantic,2021,M,20's,Yes
Alabama,Once Upon A Lifetime,Romantic,2021,M,20's,Yes
Alabama,Pass It On Down,Romantic,2021,M,20's,Yes
Alabama,Precious Memories,Romantic,2021,M,20's,Yes
Alabama,Reckless,Romantic,2021,M,20's,Yes
Alabama,She Can,Romantic,2021,M,20's,Yes
Alabama,Small Stuff,Romantic,2021,M,20's,Yes
Alabama,Tar Top,Romantic,2021,M,20's,Yes
Alabama,Tennessee River,Romantic,2021,M,20's,Yes
Alabama,The Boy,Romantic,2021,M,20's,Yes
Alabama,The Woman He Loves,Romantic,2021,M,20's,Yes
Alabama,Then Again,Romantic,2021,M,20's,Yes
Alan Parsons Project,All Our Yesterdays,Romantic,2021,M,20's,Yes
Alan Parsons Project,Can't Take It With You,Romantic,2021,M,20's,Yes
Alan Parsons Project,Days Are Numbers,Romantic,2021,M,20's,Yes
Alan Parsons Project,Don't Answer Me,Romantic,2021,M,20's,Yes
Alan Parsons Project,Don't Let The Moment Pass,Romantic,2021,M,20's,Yes
Alan Parsons Project,Eye In The Sky,Romantic,2021,M,20's,Yes
Alan Parsons Project,Fall Free,Romantic,2021,M,20's,Yes
Alan Parsons Project,Games People Play,Romantic,2021,M,20's,Yes
Alan Parsons Project,Gemini,Jazz,2021,M,20's,Yes
Alan Parsons Project,I'd Rather Be A Man,Jazz,2021,M,20's,Yes
Alan Parsons Project,May Be A Price To Pay,Jazz,2021,M,20's,Yes
Alan Parsons Project,Mr. Time,Jazz,2021,M,20's,Yes
Alan Parsons Project,So Far Away,Jazz,2021,M,20's,Yes
Alan Parsons Project,Somebody Out There,Jazz,2021,M,20's,Yes
Alan Parsons Project,Take The Money And Run,Jazz,2021,M,20's,Yes
